Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,7.300000,7.822500,7.300000,7.785000,7.012889,460000
2000-01-04,7.600000,7.600000,7.200000,7.370000,6.639048,526000
2000-01-05,7.200000,7.440000,6.800000,6.920000,6.233679,412000
2000-01-06,7.100000,7.475000,7.050000,7.475000,6.733635,632000
2000-01-07,7.475000,7.650000,7.250000,7.317500,6.591754,732000
2000-01-10,7.500000,7.500000,7.052500,7.245000,6.526445,662000
2000-01-11,6.900000,7.335000,6.855000,7.050000,6.350787,1512000
2000-01-12,7.595000,7.615000,7.275000,7.395000,6.661570,394220
2000-01-13,7.575000,7.850000,7.315000,7.442500,6.704358,1255540
2000-01-14,7.500000,7.500000,7.152500,7.225000,6.508429,286640
2000-01-17,7.150000,7.525000,7.090000,7.187500,6.474648,158940
2000-01-18,7.102500,7.240000,6.787500,6.960000,6.269712,713660
2000-01-19,7.130000,7.250000,7.000000,7.107500,6.402583,457520
2000-01-20,7.125000,7.125000,6.895000,7.055000,6.355290,397380
2000-01-21,6.950000,7.047500,6.857500,6.942500,6.253947,265400
2000-01-24,6.955000,7.150000,6.950000,7.002500,6.307997,209020
2000-01-25,7.000000,7.020000,6.835000,6.885000,6.202150,179660
2000-01-26,6.885000,6.885000,6.885000,6.885000,6.202150,0
2000-01-27,7.000000,7.245000,6.825000,6.935000,6.247191,82180
2000-01-28,6.750000,6.900000,6.745000,6.810000,6.134589,167980
2000-01-31,6.600000,6.895000,6.600000,6.802500,6.127832,271120
2000-02-01,6.550000,7.192500,6.260000,6.737500,6.069278,120760
2000-02-02,6.847500,6.847500,6.350000,6.455000,5.814797,156360
2000-02-03,6.350000,6.475000,6.250000,6.277500,5.654902,124360
2000-02-04,6.435000,6.435000,6.000000,6.185000,5.571576,105500
2000-02-07,6.350000,6.350000,5.690000,5.700000,5.134678,156360
2000-02-08,5.350000,6.000000,5.350000,5.905000,5.319347,195280
2000-02-09,5.995000,6.170000,5.750000,5.875000,5.292321,273220
2000-02-10,5.950000,6.045000,5.800000,5.855000,5.274305,170900
2000-02-11,5.800000,5.800000,5.400000,5.435000,4.895960,311120
2000-02-14,5.220000,5.347500,5.100000,5.102500,4.596438,103220
2000-02-15,5.100000,5.350000,5.000000,5.102500,4.596438,287280
2000-02-16,5.250000,5.390000,5.155000,5.200000,4.684267,130680
2000-02-17,5.297500,5.540000,5.210000,5.497500,4.952262,176120
2000-02-18,5.370000,5.500000,5.265000,5.337500,4.808131,82820
2000-02-21,5.100000,5.485000,5.100000,5.322500,4.794619,159540
2000-02-22,5.250000,5.400000,5.250000,5.362500,4.830651,214900
2000-02-23,5.252500,5.425000,5.252500,5.425000,4.886952,56140
2000-02-24,5.250000,5.400000,5.250000,5.352500,4.821643,31240
2000-02-25,5.387500,5.387500,5.000000,5.130000,4.621210,60420
2000-02-28,5.050000,5.150000,5.025000,5.147500,4.636975,154560
2000-02-29,5.055000,5.447500,5.000000,5.055000,4.553648,88200
2000-03-01,5.130000,5.200000,5.000000,5.082500,4.578421,39320
2000-03-02,5.147500,5.250000,4.800000,4.810000,4.332947,421080
2000-03-03,4.797500,4.797500,4.425000,4.470000,4.026668,75300
2000-03-06,4.550000,4.710000,4.227500,4.380000,3.945595,310480
2000-03-07,4.325000,4.450000,4.055000,4.260000,3.837497,91580
2000-03-08,4.385000,4.385000,3.925000,4.000000,3.603283,69280
2000-03-09,4.000000,4.000000,3.685000,3.702500,3.335289,61720
2000-03-10,3.577500,3.797500,3.450000,3.622500,3.263222,163840
2000-03-13,3.600000,3.750000,3.502500,3.725000,3.355557,89300
2000-03-14,3.752500,4.025000,3.752500,4.025000,3.625803,116000
2000-03-15,4.300000,4.347500,4.250000,4.347500,3.916318,112980
2000-03-16,4.692500,4.697500,4.402500,4.550000,4.098734,401420
2000-03-17,4.550000,4.550000,4.550000,4.550000,4.098734,0
2000-03-20,4.550000,4.550000,4.550000,4.550000,4.098734,0
2000-03-21,4.600000,4.675000,4.450000,4.520000,4.071710,448720
2000-03-22,4.847500,4.847500,4.575000,4.810000,4.332947,169180
2000-03-23,5.015000,5.015000,4.752500,4.905000,4.418525,171460
2000-03-24,4.800000,4.805000,4.665000,4.725000,4.256377,206760
2000-03-27,4.945000,4.945000,4.375000,4.430000,3.990636,201900
2000-03-28,4.425000,4.497500,4.302500,4.422500,3.983880,202580
2000-03-29,4.500000,4.685000,4.400000,4.405000,3.968116,193080
2000-03-30,4.315000,4.500000,4.312500,4.477500,4.033424,263800
2000-03-31,4.205000,4.500000,4.205000,4.495000,4.049188,134820
2000-04-03,4.550000,4.587500,4.412500,4.500000,4.053693,133060
2000-04-04,4.400000,4.400000,4.140000,4.257500,3.835244,383380
2000-04-05,4.250000,4.447500,4.150000,4.177500,3.763177,186100
2000-04-06,4.262500,4.262500,3.845000,3.857500,3.474916,203500
2000-04-07,4.095000,4.167500,3.925000,4.167500,3.754170,229360
2000-04-10,4.400000,4.450000,4.055000,4.180000,3.765430,420440
2000-04-11,3.875000,4.200000,3.875000,4.190000,3.774439,74700
2000-04-12,4.125000,4.245000,4.100000,4.117500,3.709129,106780
2000-04-13,3.850000,4.200000,3.850000,4.075000,3.670845,298080
2000-04-14,4.075000,4.075000,4.075000,4.075000,3.670845,0
2000-04-17,3.907500,4.175000,3.907500,4.157500,3.745162,125460
2000-04-18,4.150000,4.225000,4.050000,4.072500,3.668593,102020
2000-04-19,4.150000,4.150000,4.055000,4.087500,3.682105,52440
2000-04-20,3.962500,4.100000,3.962500,4.025000,3.625803,136240
2000-04-21,4.025000,4.025000,4.025000,4.025000,3.625803,0
2000-04-24,3.902500,3.947500,3.705000,3.760000,3.387085,204700
2000-04-25,3.600000,3.700000,3.500000,3.537500,3.186653,237360
2000-04-26,3.750000,3.820000,3.700000,3.800000,3.423119,141560
2000-04-27,3.805000,3.850000,3.650000,3.657500,3.294752,180560
2000-04-28,3.652500,3.652500,3.450000,3.497500,3.150620,205640
2000-05-01,3.497500,3.497500,3.497500,3.497500,3.150620,0
2000-05-02,3.475000,3.475000,3.300000,3.410000,3.071799,166520
2000-05-03,3.400000,3.550000,3.350000,3.500000,3.152872,91480
2000-05-04,3.500000,3.550000,3.450000,3.490000,3.143864,106100
2000-05-05,3.500000,3.500000,3.400000,3.447500,3.105579,135080
2000-05-08,3.450000,3.462500,3.250000,3.280000,2.954692,251680
2000-05-09,3.250000,3.395000,3.065000,3.275000,2.950187,126880
2000-05-10,3.397500,3.450000,3.100000,3.125000,2.815065,549920
2000-05-11,3.050000,3.197500,3.000000,3.022500,2.722730,361900
2000-05-12,3.100000,3.127500,3.050000,3.055000,2.752007,122500
2000-05-15,3.100000,3.100000,2.900000,2.980000,2.684446,129940
2000-05-16,3.000000,3.050000,2.950000,2.992500,2.695707,140520
2000-05-17,3.147500,3.225000,3.050000,3.130000,2.819569,245940
2000-05-18,3.100000,3.200000,3.100000,3.140000,2.828577,104340
2000-05-19,3.187500,3.195000,2.950000,2.985000,2.688950,232780
2000-05-22,3.000000,3.050000,2.887500,2.992500,2.695707,163120
2000-05-23,3.000000,3.050000,2.962500,3.002500,2.704714,138480
2000-05-24,3.087500,3.195000,3.052500,3.150000,2.837585,75580
2000-05-25,3.225000,3.387500,3.200000,3.315000,2.986220,170220
2000-05-26,3.350000,3.425000,3.295000,3.400000,3.062791,192700
2000-05-29,3.400000,3.497500,3.400000,3.452500,3.110083,98000
2000-05-30,3.500000,3.625000,3.402500,3.577500,3.222686,118400
2000-05-31,3.750000,3.805000,3.650000,3.697500,3.330785,324780
2000-06-01,3.600000,3.645000,3.402500,3.487500,3.141612,193400
2000-06-02,3.350000,3.625000,3.350000,3.535000,3.184401,90040
2000-06-05,3.450000,3.662500,3.450000,3.537500,3.186653,74400
2000-06-06,3.522500,3.540000,3.400000,3.425000,3.085311,133980
2000-06-07,3.500000,3.500000,3.405000,3.462500,3.119091,117740
2000-06-08,3.400000,3.492500,3.400000,3.450000,3.107831,78620
2000-06-09,3.452500,3.500000,3.305000,3.395000,3.058286,76920
2000-06-12,3.400000,3.420000,3.257500,3.390000,3.053782,117300
2000-06-13,3.387500,3.387500,3.275000,3.342500,3.010993,71700
2000-06-14,3.450000,3.515000,3.427500,3.447500,3.105579,123880
2000-06-15,3.400000,3.525000,3.380000,3.380000,3.044774,90680
2000-06-16,3.437500,3.437500,3.250000,3.365000,3.031261,189240
2000-06-19,3.210000,3.622500,3.210000,3.585000,3.229443,234600
2000-06-20,3.510000,3.695000,3.510000,3.582500,3.227190,212700
2000-06-21,3.600000,3.675000,3.450000,3.480000,3.134856,166840
2000-06-22,3.545000,3.545000,3.400000,3.492500,3.146116,89640
