Date,Open,High,Low,Close,Adj Close,Volume
31-10-2011,444.783905,445.427795,432.178375,434.654907,401.218475,7324945
01-11-2011,431.162994,435.125458,424.77356,426.259491,393.468903,7561443
02-11-2011,423.485779,436.338928,423.485779,431.806915,398.589539,6346140
03-11-2011,429.800903,440.499512,427.448212,438.79071,405.036102,7403512
04-11-2011,448.251038,448.251038,432.227905,435.843628,402.315735,8423005
08-11-2011,435.373108,438.34494,430.172394,437.701019,404.030304,4670471
09-11-2011,440.846222,442.134003,426.531891,428.414063,395.457733,5383171
11-11-2011,425.46701,440.227081,421.058777,438.51828,404.784637,10032713
14-11-2011,441.514893,443.793274,432.401276,434.233887,400.829834,7382265
15-11-2011,431.410645,434.877808,424.104919,426.680481,393.857483,4567898
16-11-2011,425.516541,425.516541,414.743652,420.068176,387.753845,6144064
17-11-2011,418.557495,420.340576,399.339661,401.172302,370.311523,11181100
18-11-2011,396.392609,402.162903,389.805023,400.255981,369.465729,10010082
21-11-2011,396.243988,396.243988,387.080872,389.483093,359.521545,8175772
22-11-2011,390.349884,398.44812,389.606903,393.866547,363.56781,8847784
23-11-2011,391.241425,391.241425,374.351532,383.068878,353.600739,10942285
24-11-2011,383.861389,385.34729,373.038971,382.945068,353.486481,12856149
25-11-2011,381.236267,382.003998,371.97406,373.360901,344.639587,7469589
28-11-2011,378.908325,389.210663,377.694824,388.220062,358.355652,5091951
29-11-2011,387.328522,387.328522,376.010803,378.908325,349.760254,9697943
30-11-2011,374.797302,387.972412,373.014191,385.47113,355.818207,9224913
01-12-2011,395.748688,401.568542,393.866547,395.748688,365.305145,9519320
02-12-2011,394.758087,403.673584,389.582153,402.212433,371.271637,9044689
05-12-2011,400.379791,402.286713,395.426758,399.587311,368.84845,6381591
07-12-2011,399.711151,405.902435,397.828979,401.097992,370.24292,7094921
08-12-2011,397.234619,400.057861,382.424988,385.768311,356.092529,8969618
09-12-2011,381.335327,381.335327,372.816071,374.302002,345.50827,10185392
12-12-2011,376.704224,377.422424,358.60083,360.334381,332.615234,10290697
13-12-2011,358.5513,369.497528,357.114899,367.664917,339.381775,10556057
